# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "-a" "annotations/Homo_sapiens.GRCh38.chrX.gtf" "-o" "alignments/counts.txt" "alignments/SRR5223500Aligned.sortedByCoord.out.bam" "alignments/SRR5223505Aligned.sortedByCoord.out.bam" "alignments/SRR5223522Aligned.sortedByCoord.out.bam" "alignments/SRR5223543Aligned.sortedByCoord.out.bam" "alignments/SRR5223547Aligned.sortedByCoord.out.bam" "alignments/SRR5223570Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/SRR5223500Aligned.sortedByCoord.out.bam	alignments/SRR5223505Aligned.sortedByCoord.out.bam	alignments/SRR5223522Aligned.sortedByCoord.out.bam	alignments/SRR5223543Aligned.sortedByCoord.out.bam	alignments/SRR5223547Aligned.sortedByCoord.out.bam	alignments/SRR5223570Aligned.sortedByCoord.out.bam
ENSG00000149970	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	21372801;21374298;21374357;21374384;21374418;21374418;21374421;21374421;21374421;21374422;21374448;21374456;21374468;21374468;21374511;21374608;21374610;21374671;21374729;21374743;21374753;21374769;21374794;21374800;21374828;21374833;21423295;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426497;21426580;21426612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21432612;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440694;21440730;21468595;21468595;21470734;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21470766;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21490459;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21497787;21501475;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21501520;21503244;21503244;21504789;21516485;21516485;21516485;21516485;21516485;21516485;21516485;21516485;21516485;21516485;21516485;21516485;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21526867;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531856;21531859;21537868;21561471;21561471;21561471;21561471;21561471;21561471;21561471;21561471;21561471;21561471;21561471;21561471;21561471;21561471;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21563238;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590572;21590715;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591022;21591034;21594171;21594871;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21594974;21595223;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21595324;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21601282;21606531;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21606779;21607995;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21609071;21637274;21641533;21641533;21641533;21641533;21641533;21641533;21641533;21641533;21641533;21641533;21641533;21643396;21645379;21648831;21648831;21648831;21648831;21648831;21648831;21648831;21648831;21648831;21648831;21648831;21648831;21648831;21652306;21652306;21652306;21652306;21652306;21652306;21652306;21652306;21652306;21652306;21652306;21652306;21652306	21372899;21374961;21374961;21374961;21374961;21374961;21374961;21374918;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21374961;21426660;21426660;21426660;21426660;21426660;21429776;21426660;21426660;21426660;21426660;21426660;21426660;21426660;21426660;21426660;21426660;21426660;21426660;21426660;21426660;21426660;21426583;21426660;21426660;21426660;21426660;21426660;21426660;21426660;21426660;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21432814;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21441405;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21440781;21468674;21468674;21470807;21470878;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21470807;21490578;21490578;21490578;21490578;21490578;21490578;21490578;21490578;21490578;21495691;21490578;21490578;21490578;21490578;21490578;21490578;21490578;21490578;21490578;21493229;21490578;21490578;21490578;21490578;21490578;21490578;21490578;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21497846;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21501588;21506814;21503332;21506742;21516631;21516631;21516631;21516631;21516631;21516631;21516631;21516631;21516631;21516631;21516631;21516631;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21527000;21532067;21532067;21532067;21531968;21532067;21532004;21532067;21532067;21532067;21532067;21532195;21532067;21532067;21532067;21532067;21532067;21532067;21532067;21532067;21532067;21532067;21532067;21532067;21532067;21532067;21538948;21561560;21561560;21561560;21561560;21561560;21561560;21561560;21561560;21561560;21561560;21561560;21561560;21561560;21561560;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21563452;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590620;21590786;21591194;21591194;21591194;21591194;21591194;21591194;21591467;21595047;21591485;21591194;21591194;21591194;21591194;21591194;21591194;21591194;21591194;21591194;21591194;21591194;21591194;21591194;21591194;21591194;21594454;21595395;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595047;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21595395;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21601349;21606582;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21606879;21608131;21609617;21609617;21609617;21609617;21609617;21609569;21609617;21609617;21609617;21609617;21609617;21609617;21609617;21609617;21609617;21609617;21609617;21609617;21609617;21609568;21609617;21609617;21609617;21609617;21637414;21642357;21641628;21643600;21642657;21642799;21645440;21642657;21642732;21642730;21643600;21645440;21645795;21645899;21649027;21649027;21649027;21649027;21649027;21649027;21649027;21649027;21649027;21649027;21649027;21649027;21649027;21652890;21654243;21652744;21654257;21654108;21654258;21652822;21654030;21654689;21654245;21654550;21654263;21654695	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	31865	75	44	45	23	41	7
ENSG00000147041	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	38006553;38033534;38033534;38054213;38054213;38072047;38072047;38073590;38073590;38076567;38076567;38089446;38089446;38094295;38094295;38096134;38096134;38102342;38102342;38103026;38106593;38106593;38108600;38108600;38110321;38110321;38120358;38120358;38122080;38122080;38125298;38125298;38126588;38126588	38006668;38034008;38034008;38054422;38054422;38072162;38072162;38073698;38073698;38076701;38076701;38089587;38089587;38094424;38094424;38096234;38096234;38102434;38102434;38103091;38106771;38106771;38108699;38108699;38110482;38110482;38120466;38120466;38122215;38122215;38125506;38125506;38128819;38128816	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4820	0	0	0	0	0	0
ENSG00000234191	X;X;X;X	39401252;39402965;39403601;39434755	39401518;39403128;39403885;39434824	-;-;-;-	786	0	0	0	0	0	0
ENSG00000273704	X	34768327	34768688	-	362	0	0	0	0	0	0
ENSG00000235071	X	16474342	16475340	-	999	570	906	566	628	1220	171
ENSG00000176812	X	25194381	25195207	-	827	38	84	26	43	52	8
ENSG00000224339	X	37945884	37946775	+	892	29	38	28	31	45	12
ENSG00000237782	X	45381527	45381995	-	469	2	2	0	0	0	0
ENSG00000233921	X	36374793	36375183	-	391	2852	1830	2036	2070	1628	452
ENSG00000229384	X	36211096	36211635	+	540	190	201	136	147	219	62
ENSG00000271136	X	34516920	34517358	+	439	0	0	0	0	0	0
ENSG00000235587	X	46439709	46440714	-	1006	770	1169	418	864	1605	215
ENSG00000233571	X;X;X	34206725;34212160;34415181	34206817;34212235;34415537	-;-;-	526	0	0	0	0	0	0
ENSG00000213997	X	46646594	46647330	-	737	0	0	0	0	0	0
ENSG00000173698	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	18989307;18989309;18989309;18989309;18989309;18989314;18989314;18989314;18989315;18990010;18994896;18994896;18994896;18994896;18994896;18994896;18994896;18994896;18994896;18996051;18996051;18996051;18996051;18996051;18996051;18996051;18996051;18996051;18996051;18998996;18998996;18998996;18998996;18998996;18998996;18998996;18998996;18998996;18998996;18999861;18999861;18999861;18999861;18999861;18999861;18999861;18999861;18999861;18999861;19002846;19002846;19002846;19002846;19002846;19002846;19002846;19002846;19002846;19002846;19004758;19004758;19004758;19004758;19004758;19004758;19004758;19004758;19004758;19004758;19006002;19006002;19006002;19006002;19006002;19006002;19006002;19006002;19006002;19006002;19006220;19006220;19006220;19006220;19006220;19006220;19006220;19006220;19006220;19006220;19007235;19007235;19007235;19007235;19007235;19007235;19007235;19007235;19007980;19007980;19007980;19007980;19007980;19007980;19007980;19007980;19009626;19009626;19009626;19009626;19009626;19009626;19009626;19009626;19009626;19009626;19010613;19010613;19010613;19010613;19010613;19010613;19010613;19010613;19010613;19010613;19013686;19013686;19013686;19013686;19013686;19013686;19013686;19013686;19013686;19013686;19019568;19019599;19019599;19019599;19019599;19019599;19019599;19019599;19019599;19019599;19019599;19021104;19021104;19021104;19021104;19021104;19021104;19021104;19021104;19021104;19021104;19021104;19023416;19023416;19023416;19023416;19023416;19023416;19023416;19023416;19023416;19023416;19023416;19023909;19023909;19023909;19023909;19023909;19023909;19023909;19023909;19023909;19023909;19023909;19027219;19027219;19027219;19027219;19027219;19027219;19027219;19027219;19027219;19027219;19027219;19028183;19028183;19028183;19028183;19028183;19028183;19028183;19028183;19028183;19028183;19028183;19030984;19030984;19030984;19030984;19030984;19030984;19030984;19030984;19030984;19030984;19030984;19033613;19033613;19033613;19033613;19033613;19035942;19035942;19035942;19035942;19035942;19035942;19035942;19035942;19035942;19035942;19037467;19037467;19037467;19037467;19037467;19037467;19037467;19037467;19037589;19037589;19037589;19037589;19037598;19040189;19040189;19040189;19040189;19040189;19040189;19040189;19040189;19040189;19040189;19068717;19068717;19068717;19068717;19068717;19068717;19068717;19068717;19068717;19068717;19082702;19082702;19082702;19082702;19082702;19082702;19082702;19082702;19082702;19082702;19122442;19122442;19122442;19122442;19122442;19122442;19122442;19122442;19122442	18991048;18991048;18991048;18991048;18991048;18991048;18991048;18991048;18991048;18991048;18995048;18995048;18995048;18995048;18995048;18995048;18995048;18995048;18995048;18996152;18996152;18996152;18996152;18996152;18996152;18996152;18996152;18996152;18996152;18999279;18999279;18999279;18999279;18999279;18999279;18999279;18999279;18999279;18999279;18999960;18999960;18999960;18999960;18999960;18999960;18999960;18999960;18999960;18999960;19003114;19003114;19003114;19003114;19003114;19003114;19003114;19003114;19003114;19003114;19004879;19004879;19004879;19004879;19004879;19004879;19004879;19004879;19004879;19004879;19006105;19006105;19006105;19006105;19006105;19006105;19006105;19006105;19006105;19006105;19006265;19006265;19006265;19006265;19006265;19006265;19006265;19006265;19006265;19006265;19007357;19007357;19007357;19007357;19007357;19007357;19007357;19007357;19008123;19008123;19008123;19008123;19008123;19008123;19008123;19008123;19009782;19009782;19009782;19009782;19009782;19009782;19009782;19009782;19009782;19009782;19010778;19010778;19010778;19010778;19010778;19010778;19010778;19010778;19010778;19010778;19014074;19014074;19014074;19014074;19014074;19014074;19014074;19014074;19014074;19014074;19019665;19019665;19019665;19019665;19019665;19019665;19019665;19019665;19019665;19019665;19019665;19021198;19021198;19021198;19021198;19021198;19021198;19021198;19021198;19021198;19021198;19021198;19023453;19023453;19023453;19023453;19023453;19023453;19023453;19023453;19023453;19023453;19023453;19023948;19023948;19023948;19023948;19023948;19023948;19023948;19023948;19023948;19023948;19023948;19027274;19027274;19027274;19027274;19027274;19027274;19027274;19027274;19027274;19027274;19027274;19028238;19028238;19028238;19028238;19028238;19028238;19028238;19028238;19028238;19028238;19028238;19031037;19031037;19031037;19036388;19031037;19031037;19031037;19031037;19031037;19031037;19031037;19033654;19033654;19033654;19033654;19033654;19035977;19035977;19035977;19035977;19035977;19035977;19035977;19035977;19035977;19035977;19037490;19037490;19037490;19037490;19037490;19037490;19037490;19037490;19037636;19037636;19037636;19037636;19037636;19040224;19040224;19040224;19040224;19040224;19040224;19040224;19040224;19040224;19040224;19068835;19068835;19068835;19068835;19068835;19068835;19068835;19068835;19068835;19068835;19082746;19082746;19082746;19082743;19082746;19082746;19082746;19082746;19082746;19082746;19122637;19122637;19122637;19122464;19122559;19122468;19122559;19122461;19122637	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10157	2	2	0	5	0	0
ENSG00000131831	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	17800049;17800049;17800051;17800051;17800051;17801664;17801876;17801876;17837537;17837537;17837537;17837537;17860509;17861098;17861098;17861098;17861098	17802034;17801725;17802034;17802034;17802034;17801773;17802034;17802034;17837730;17837730;17837733;17837730;17860707;17861337;17861298;17861298;17861236	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2622	4	16	14	21	18	2
ENSG00000286306	X;X	46400686;46402753	46401078;46402957	-;-	598	0	0	0	0	0	0
ENSG00000214019	X	44029332	44030921	+	1590	590	596	414	344	430	114
ENSG00000047230	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	16587999;16588003;16588306;16589549;16590752;16590752;16590752;16590752;16609541;16609541;16609541;16617150;16617150;16617150;16620277;16620277;16620277;16638487;16639147;16639147;16639147;16639147;16667514;16667514;16667514;16667514;16667662;16667662;16667662;16667662;16670580;16670580;16670580;16670580;16678362;16678362;16678362;16683094;16683094;16683094;16689450;16689450;16689450;16691540;16691540;16691540;16693141;16693141;16693141;16693371;16693371;16693371;16698236;16698236;16698236;16698923;16698923;16698923;16702737;16702737;16702737;16711513;16712335;16712722	16589775;16589775;16589775;16589775;16590862;16591045;16590862;16590862;16609685;16609685;16609685;16617246;16617246;16617246;16620332;16620332;16620332;16638961;16639243;16639243;16639243;16639243;16667557;16667557;16667557;16667557;16667724;16667724;16667724;16667724;16670674;16670633;16670674;16670674;16678450;16678450;16678450;16683226;16683226;16683226;16689601;16689601;16689601;16691620;16691620;16691620;16693224;16693224;16693224;16693487;16693487;16693487;16698336;16698336;16698336;16699093;16699093;16699093;16702941;16702941;16702941;16712217;16712669;16712936	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5531	27	10	8	20	24	2
ENSG00000237661	X	40831844	40832562	-	719	35	64	39	42	45	2
ENSG00000228232	X	39787132	39788136	-	1005	3072	4192	1466	3351	5577	1171
ENSG00000169906	X;X;X	16650158;16650999;16654405	16650203;16651141;16654670	+;+;+	455	0	0	0	0	0	0
ENSG00000270499	X;X	46560928;46561360	46560997;46562749	-;-	1460	0	0	0	0	2	0
ENSG00000229347	X	35058927	35059974	+	1048	0	0	0	0	0	0
ENSG00000187516	X	37990779	37991314	+	536	0	0	0	0	0	0
ENSG00000102218	X;X;X;X;X	46837043;46853476;46859988;46877505;46879686	46837202;46854141;46860102;46877590;46882358	+;+;+;+;+	3700	92	64	72	70	82	18
ENSG00000012174	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	21839617;21839636;21839654;21843170;21843170;21843170;21845171;21845171;21845171;21851509;21851509;21851509;21853376;21853376;21853376;21856501;21868467;21868467;21869498;21869498;21878042;21878497;21880897;21882433	21839809;21839809;21839809;21843318;21843318;21843318;21845384;21845384;21845384;21851612;21851612;21851612;21853503;21853503;21853503;21857593;21868585;21868585;21873084;21869678;21878136;21878692;21880972;21885423	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8945	62	47	39	45	60	8
ENSG00000233810	X;X	37291168;37292135	37291688;37292227	+;+	614	0	0	0	0	0	0
ENSG00000230227	X	35626142	35627064	+	923	4	0	0	4	0	0
ENSG00000182798	X;X;X;X;X	16167481;16167713;16168732;16170334;16170334	16167783;16167783;16168908;16171464;16171464	+;+;+;+;+	1611	0	0	0	0	0	0
ENSG00000229310	X	25591353	25591808	-	456	0	0	0	0	0	0
ENSG00000232834	X	27847588	27847939	-	352	2	2	0	0	0	0
ENSG00000235685	X;X	40514895;40515386	40514992;40515508	+;+	221	596	466	400	550	368	54
ENSG00000233663	X	35710911	35711942	+	1032	0	0	0	0	0	0
ENSG00000189132	X	34942796	34944915	+	2120	0	0	0	0	0	0
ENSG00000102098	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	18239313;18239314;18239318;18239385;18241013;18241013;18241123;18242439;18242439;18246577;18246577;18246577;18246577;18247769;18247769;18247769;18256848;18256848;18258044;18258044;18260171;18260171;18265585;18265585;18288701;18304972;18320332;18323859;18324907;18330587;18334050;18354592	18241379;18241379;18239953;18239978;18241379;18241225;18241379;18242590;18242590;18246828;18246755;18246828;18246828;18247882;18247882;18247882;18257030;18257030;18258247;18258247;18260291;18260291;18265802;18265802;18288865;18305215;18320420;18324093;18324977;18330655;18334095;18354688	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4327	25	38	23	18	28	6
ENSG00000231235	X	46418450	46420079	-	1630	64	54	60	36	66	18
ENSG00000226048	X	46684765	46685707	-	943	0	2	0	0	2	0
ENSG00000181977	X	50156159	50156371	+	213	0	0	0	0	0	0
ENSG00000271088	X	35741600	35744582	+	2983	0	0	0	0	0	0
ENSG00000231750	X	43407665	43408559	-	895	0	0	0	0	0	0
ENSG00000233880	X	35761499	35762479	+	981	6	8	10	6	10	0
